model,N,n_qubits,noise_regime,noise_level,replicate,train_auc,val_score,test_auc,gen_gap,best_epoch,restarts_used,escaped,n_train,n_params,seed,train_secs
equivariant,200,8,correlated,low,2,0.8937499999999999,0.875,0.861885,0.03186499999999992,32,1,True,200,153,3918929753,4256.19
non_equivariant,200,4,none,none,17,0.9278125,0.83,0.834667,0.09314549999999999,45,1,True,200,61,2689945687,19.21
equivariant,1000,4,none,none,18,0.8794311611189248,0.8771929824561404,0.861465,0.017966161118924795,29,1,True,1000,61,2962707801,56.93
equivariant,200,6,correlated,low,7,0.9037709278673134,0.8184143222506394,0.8556945,0.048076427867313365,37,1,True,200,103,2152804316,1108.06
non_equivariant,100,4,none,none,3,0.556390977443609,0.6354166666666666,0.5929685,-0.03657752255639102,26,1,True,100,61,886856489,6.01
classical_reference,500,0,none,none,3,0.884088408840884,0.9198717948717948,0.862784,0.021304408840884026,26,1,True,500,641,4274412536,0.48
non_equivariant,500,4,none,none,18,0.8871117118470127,0.8898408812729497,0.841491,0.04562071184701266,41,1,True,500,61,2787523135,42.25
classical_matched,20,0,none,none,19,0.5625,1.0,0.529415,0.03308500000000003,26,1,True,20,61,932007744,0.14
equivariant,200,4,none,none,0,0.8697623514696685,0.7247474747474747,0.844652,0.025110351469668557,26,1,True,200,61,3832603222,9.08
non_equivariant,200,8,none,none,6,0.9122807017543859,0.890625,0.8436030000000001,0.06867770175438581,42,1,True,200,153,419792074,267.86
equivariant,200,4,iid,low,0,0.8550656660412758,0.7171717171717171,0.8215250000000001,0.0335406660412757,26,1,True,200,61,3832603222,362.98
classical_matched,1000,0,none,none,14,0.6615579021119008,0.6738027597402597,0.640736,0.020821902111900825,26,1,True,1000,61,2656290217,0.87
classical_matched,1000,0,none,none,9,0.6522589758975899,0.6819911858974359,0.6353879999999998,0.016870975897590013,26,1,True,1000,61,566554308,0.67
classical_matched,1000,0,none,none,16,0.6160776810724289,0.6324476650563606,0.6301239999999999,-0.014046318927571022,28,1,True,1000,61,1083113627,0.91
equivariant,200,4,iid,high,9,0.8541176470588235,0.9226666666666667,0.8465940000000001,0.007523647058823468,31,1,True,200,61,4248224799,457.26
classical_matched,200,0,none,none,2,0.6676562500000001,0.825,0.612807,0.05484925000000007,26,1,True,200,61,3918929753,0.18
equivariant,1000,4,none,none,11,0.9129554149683679,0.9270373344038539,0.8677380000000001,0.04521741496836773,50,1,True,1000,61,1826365778,96.48
equivariant,200,6,correlated,mid,3,0.8929520237537115,0.9548872180451129,0.8207300000000001,0.07222202375371145,33,1,True,200,103,3531259822,1016.36
equivariant,50,4,none,none,4,0.8571428571428571,0.7083333333333334,0.8297805,0.027362357142857063,26,1,True,50,61,1690869312,4.19
non_equivariant,200,2,correlated,mid,7,0.8741980910655609,0.7493606138107417,0.7866564999999999,0.08754159106556103,33,1,True,200,27,2152804316,142.88
non_equivariant,20,4,none,none,12,0.7936507936507936,0.3333333333333333,0.546293,0.24735779365079358,26,1,True,20,61,3482319415,3.42
classical_matched,100,0,none,none,18,0.6876178504085481,0.7912087912087912,0.5212924999999999,0.16632535040854812,53,1,True,100,61,688658429,0.39
classical_matched,500,0,none,none,8,0.6345658641466037,0.6526610644257702,0.6382400000000001,-0.0036741358533964874,46,1,True,500,61,2866951253,0.65
classical_reference,20,0,none,none,9,0.9682539682539684,0.6666666666666667,0.835699,0.1325549682539684,26,1,True,20,641,691350929,0.13
equivariant,200,4,none,none,2,0.890625,0.875,0.8501910000000001,0.04043399999999986,38,1,True,200,61,3918929753,12.92
non_equivariant,1000,4,none,none,6,0.8778565356535653,0.867588141025641,0.8568920000000001,0.020964535653565153,45,1,True,1000,61,2662996928,70.96
classical_reference,50,0,none,none,15,0.87468671679198,0.8333333333333334,0.815575,0.05911171679197991,26,1,True,50,641,2512101340,0.2
equivariant,200,6,none,none,1,0.9233296823658269,0.9539641943734015,0.8506360000000001,0.07269368236582685,30,1,True,200,103,1751689673,35.89
equivariant,500,4,none,none,8,0.8667466686667167,0.8635454181672669,0.832524,0.03422266866671664,26,1,True,500,61,2866951253,21.31
classical_reference,1000,0,none,none,11,0.9051786651996699,0.9389803291850662,0.874566,0.030612665199669986,32,1,True,1000,641,1826365778,1.08
non_equivariant,500,4,none,none,12,0.8951,0.9139999999999999,0.8422240000000001,0.05287599999999992,39,1,True,500,61,1335184869,39.83
non_equivariant,200,8,none,none,4,0.91729205753596,0.9621212121212122,0.8150959999999998,0.10219605753596017,29,1,True,200,153,359623383,191.58
equivariant,100,4,none,none,6,0.8540100250626566,0.96875,0.777791,0.07621902506265654,26,1,True,100,61,2118860152,5.87
non_equivariant,200,4,correlated,low,8,0.880313725490196,0.7546666666666667,0.811736,0.06857772549019603,26,1,True,200,61,4118718478,116.01
equivariant,200,4,correlated,mid,9,0.876078431372549,0.9520000000000001,0.8621150000000001,0.013963431372548962,39,1,True,200,61,4248224799,177.54
non_equivariant,20,4,none,none,9,0.8095238095238095,0.6666666666666667,0.5093085,0.3002153095238095,26,1,True,20,61,691350929,2.69
equivariant,200,2,correlated,low,7,0.8432952589579095,0.8286445012787724,0.8253835,0.01791175895790942,31,1,True,200,27,2152804316,138.42
non_equivariant,200,2,correlated,low,8,0.8805490196078432,0.7879999999999999,0.848086,0.03246301960784315,30,1,True,200,27,4118718478,135.39
equivariant,50,4,none,none,9,0.7443609022556391,0.5416666666666666,0.776312,-0.03195109774436089,26,1,True,50,61,4218029181,4.2
non_equivariant,20,4,none,none,3,0.953125,0.75,0.7259990000000001,0.22712599999999994,34,1,True,20,61,2826185804,3.3
equivariant,100,4,none,none,2,0.8849280800500312,1.0,0.8219905,0.06293758005003125,26,1,True,100,61,2661375726,5.93
classical_matched,500,0,none,none,7,0.6653411364545819,0.604669887278583,0.599683,0.06565813645458196,26,1,True,500,61,882898381,0.38
classical_matched,100,0,none,none,1,0.5759849906191369,0.6363636363636364,0.609329,-0.03334400938086313,26,1,True,100,61,1270355181,0.15
non_equivariant,200,8,correlated,high,5,0.80390625,0.8800000000000001,0.781805,0.022101250000000072,63,1,True,200,153,2273803658,6684.46
non_equivariant,200,6,correlated,mid,9,0.8432941176470589,0.984,0.8365400000000001,0.006754117647058799,30,1,True,200,103,4248224799,905.09
classical_matched,1000,0,none,none,1,0.669086157635776,0.6229524670887348,0.63285,0.03623615763577592,29,1,True,1000,61,1986966100,0.75
non_equivariant,200,8,none,none,3,0.8998280981403344,0.8721804511278195,0.8399240000000001,0.05990409814033426,33,1,True,200,153,3531259822,212.45
classical_matched,50,0,none,none,1,0.7042606516290727,0.625,0.569248,0.13501265162907272,26,1,True,50,61,2920461881,0.12
equivariant,20,4,none,none,15,0.18333333333333332,-0.7124287486076355,0.324412,-0.14107866666666666,26,1,True,20,61,917964501,10.4
non_equivariant,20,4,none,none,14,0.38095238095238093,1.0,0.5276664999999999,-0.146714119047619,26,1,True,20,61,574730690,3.44
non_equivariant,200,4,correlated,low,4,0.901031894934334,0.9848484848484849,0.8440515,0.056980394934334044,31,1,True,200,61,359623383,417.59
equivariant,200,4,none,none,17,0.9362499999999999,0.8825000000000001,0.8424410000000001,0.09380899999999981,32,1,True,200,61,2689945687,14.04
classical_reference,50,0,none,none,5,0.9873737373737375,0.9047619047619048,0.8494939999999999,0.1378797373737376,26,1,True,50,641,4032923890,0.16
non_equivariant,1000,4,none,none,17,0.8812568756875687,0.8383413461538461,0.8468655,0.03439137568756867,26,1,True,1000,61,1565037564,51.4
non_equivariant,200,6,correlated,high,6,0.8151629072681704,0.8958333333333333,0.7286520000000001,0.08651090726817035,34,1,True,200,103,419792074,1015.64
equivariant,500,4,none,none,0,0.864106924057913,0.8819751103974307,0.8569355000000001,0.007171424057912934,28,1,True,500,61,3013208154,22.42
non_equivariant,100,4,none,none,4,0.9456249999999999,0.7999999999999999,0.8244629999999998,0.1211620000000001,69,1,True,100,61,1398237378,14.18
equivariant,200,6,correlated,high,0,0.8477173233270795,0.7676767676767676,0.7735615,0.07415582332707948,26,1,True,200,103,3832603222,847.02
classical_matched,100,0,none,none,6,0.6102756892230576,0.6666666666666667,0.5859669999999999,0.024308689223057733,26,1,True,100,61,2118860152,0.17
equivariant,200,6,correlated,high,8,0.8334117647058824,0.84,0.8294085,0.0040032647058824145,26,1,True,200,103,4118718478,819.01
non_equivariant,200,8,correlated,high,8,0.7604705882352941,0.7893333333333333,0.571064,0.1894065882352941,26,1,True,200,153,4118718478,3033.76
non_equivariant,50,4,none,none,19,0.8045112781954887,0.9583333333333334,0.7452240000000001,0.059287278195488624,33,1,True,50,61,551605847,6.46
classical_reference,1000,0,none,none,19,0.8884247650373001,0.9026111503175722,0.874396,0.014028765037300106,26,1,True,1000,641,2873611085,0.72
classical_reference,100,0,none,none,16,0.8972431077694236,0.8958333333333334,0.8505959999999999,0.04664710776942371,29,1,True,100,641,1687964487,0.29
equivariant,1000,4,none,none,9,0.887691894189419,0.8573217147435898,0.864576,0.02311589418941895,26,1,True,1000,61,566554308,40.74
equivariant,100,4,none,none,13,0.9199499687304565,0.8686868686868686,0.827353,0.09259696873045653,30,1,True,100,61,1387407449,8.45
non_equivariant,200,6,correlated,high,4,0.7249843652282677,0.9974747474747474,0.8438555,-0.11887113477173228,40,1,True,200,103,359623383,1234.99
non_equivariant,200,6,correlated,high,5,0.5090625000000001,0.8600000000000001,0.8004925,-0.29142999999999997,43,1,True,200,103,2273803658,1258.16
non_equivariant,200,6,none,none,0,0.8488117573483428,0.7121212121212122,0.836072,0.012739757348342762,30,1,True,200,103,3832603222,42.93
non_equivariant,500,4,none,none,0,0.8597684479007777,0.8273785628261743,0.8504855,0.00928294790077766,26,1,True,500,61,3013208154,21.5
equivariant,200,4,correlated,low,9,0.8928627450980393,0.9546666666666668,0.8589469999999999,0.03391574509803941,68,1,True,200,61,4248224799,314.05
equivariant,200,8,correlated,mid,6,0.8518170426065163,0.9348958333333333,0.8245515000000001,0.027265542606516147,26,1,True,200,153,419792074,3066.81
non_equivariant,200,4,iid,mid,7,0.8688781098419652,0.7570332480818415,0.8162855,0.05259260984196523,53,1,True,200,61,2152804316,887.71
classical_matched,500,0,none,none,4,0.6470647064706471,0.6802884615384616,0.6408389999999999,0.00622570647064713,26,1,True,500,61,4227885329,0.4
equivariant,200,2,correlated,mid,6,0.8145363408521303,0.90625,0.7945324999999999,0.020003840852130472,26,1,True,200,27,419792074,119.03
non_equivariant,200,2,correlated,high,4,0.14040025015634772,0.9595959595959597,0.5456795,-0.40527924984365227,26,1,True,200,27,359623383,117.17
classical_reference,20,0,none,none,3,0.953125,1.0,0.7410359999999999,0.21208900000000008,26,1,True,20,641,2826185804,0.13
equivariant,200,2,correlated,high,2,0.8139062499999999,0.8925,0.478522,0.33538424999999994,34,2,True,200,27,3918929753,210.23
classical_reference,200,0,none,none,12,0.862312030075188,0.8489583333333334,0.8670049999999999,-0.0046929699248119405,26,1,True,200,641,3690079563,0.34
equivariant,50,4,none,none,14,0.8131313131313131,0.7619047619047619,0.800496,0.012635313131313164,26,1,True,50,61,3307801778,5.39
non_equivariant,200,8,correlated,mid,5,0.84296875,0.8524999999999999,0.791493,0.05147575000000004,36,1,True,200,153,2273803658,3949.39
non_equivariant,200,6,none,none,7,0.8721639805977156,0.782608695652174,0.8179190000000001,0.05424498059771554,29,1,True,200,103,2152804316,40.42
classical_reference,1000,0,none,none,1,0.9004445111315341,0.9065420560747663,0.861053,0.03939151113153416,38,1,True,1000,641,1986966100,1.25
non_equivariant,100,4,correlated,mid,1,0.7335834896810507,0.9393939393939393,0.7655315,-0.03194801031894934,26,2,True,100,61,1270355181,86.49
equivariant,100,4,none,none,16,0.8095238095238095,0.9166666666666666,0.8468795,-0.03735569047619047,33,1,True,100,61,1687964487,9.24
classical_matched,1000,0,none,none,19,0.5776549378122675,0.638169170279262,0.612072,-0.03441706218773244,26,1,True,1000,61,2873611085,0.88
classical_reference,100,0,none,none,11,0.9104010025062657,0.9270833333333334,0.854746,0.05565500250626565,26,1,True,100,641,3975784426,0.25
equivariant,50,4,none,none,15,0.7293233082706767,1.0,0.6771689999999999,0.0521543082706768,26,1,True,50,61,2512101340,5.41
classical_reference,200,0,none,none,2,0.87890625,0.8675,0.8536030000000001,0.02530324999999989,26,1,True,200,641,3918929753,0.26
equivariant,200,2,correlated,high,6,0.6989348370927317,0.9088541666666666,0.699497,-0.0005621629072682932,26,1,True,200,27,419792074,118.3
equivariant,200,2,correlated,high,1,0.8871068690345799,0.9437340153452685,0.762545,0.12456186903457989,32,1,True,200,27,1751689673,140.81
classical_matched,50,0,none,none,3,0.6892230576441104,0.8333333333333333,0.5735005,0.11572255764411044,26,1,True,50,61,422969017,0.14
non_equivariant,200,4,correlated,high,0,0.6205440900562851,0.7626262626262627,0.36856,0.2519840900562851,26,1,True,200,61,3832603222,138.08
equivariant,200,2,correlated,low,4,0.9290963101938712,0.9671717171717171,0.835263,0.0938333101938712,73,1,True,200,27,359623383,310.89
non_equivariant,200,4,none,none,2,0.90296875,0.8949999999999999,0.8448445,0.05812424999999999,65,1,True,200,61,3918929753,21.1
non_equivariant,200,8,correlated,high,0,0.8545966228893057,0.7146464646464646,0.764839,0.08975762288930567,42,1,True,200,153,3832603222,4554.08
classical_matched,1000,0,none,none,11,0.6157885524242954,0.7448815736651947,0.6400210000000001,-0.02423244757570464,37,1,True,1000,61,1826365778,1.19
equivariant,200,4,iid,mid,6,0.856046365914787,0.9244791666666667,0.844892,0.011154365914787023,39,1,True,200,61,419792074,544.36
non_equivariant,100,4,none,none,9,0.91375,0.8200000000000001,0.8226110000000001,0.09113899999999986,49,2,True,100,61,2156244000,13.1
equivariant,200,6,correlated,mid,6,0.8079573934837093,0.9296875,0.808308,-0.00035060651629070794,26,1,True,200,103,419792074,832.27
non_equivariant,200,6,correlated,mid,0,0.868042526579112,0.7550505050505051,0.8428530000000001,0.025189526579111887,57,1,True,200,103,3832603222,1629.76
non_equivariant,200,6,correlated,mid,3,0.8652914517893421,0.9573934837092732,0.819474,0.045817451789342045,47,1,True,200,103,3531259822,1354.7
equivariant,200,8,correlated,high,1,0.7530902832107651,0.9769820971867007,0.8270789999999999,-0.0739887167892348,26,1,True,200,153,1751689673,3679.25
classical_reference,200,0,none,none,1,0.9094038491628853,0.9411764705882353,0.8709709999999999,0.03843284916288536,26,1,True,200,641,1751689673,0.27
non_equivariant,50,4,none,none,6,0.7318295739348372,0.875,0.682301,0.04952857393483712,26,1,True,50,61,1879253256,4.08
equivariant,100,4,correlated,mid,1,0.83552220137586,0.8484848484848484,0.7110865,0.12443570137586002,26,2,True,100,61,1270355181,86.42
non_equivariant,200,6,none,none,2,0.9470312500000001,0.895,0.8402299999999999,0.10680125000000018,68,1,True,200,103,3918929753,84.65
non_equivariant,1000,4,none,none,0,0.8980090639162369,0.8416040100250626,0.8471689999999998,0.05084006391623708,49,1,True,1000,61,1658970725,74.4
classical_reference,500,0,none,none,5,0.9030531869670676,0.8960256924929747,0.8717865,0.03126668696706758,26,1,True,500,641,3929237099,0.51
non_equivariant,50,4,none,none,16,0.9002557544757034,0.9375,0.6857499999999999,0.21450575447570353,38,1,True,50,61,64957741,7.36
non_equivariant,200,4,correlated,mid,5,0.861875,0.8825000000000001,0.799435,0.06243999999999994,52,1,True,200,61,2273803658,898.99
equivariant,200,8,correlated,low,4,0.925422138836773,0.9823232323232325,0.8552040000000001,0.07021813883677297,37,1,True,200,153,359623383,4101.66
classical_matched,20,0,none,none,18,0.6507936507936508,1.0,0.5882274999999999,0.06256615079365091,26,1,True,20,61,1255801022,0.14
non_equivariant,200,6,correlated,low,9,0.8439215686274509,0.9813333333333334,0.8392430000000002,0.004678568627450752,31,1,True,200,103,4248224799,933.3
equivariant,200,2,none,none,8,0.8527058823529412,0.7973333333333333,0.8257389999999999,0.026966882352941313,27,1,True,200,27,4118718478,5.61
classical_reference,200,0,none,none,7,0.9441401971522454,0.80306905370844,0.8758625000000001,0.0682776971522453,42,1,True,200,641,2152804316,0.41
non_equivariant,200,4,iid,mid,1,0.9150367704584572,0.9360613810741687,0.851777,0.06325977045845721,44,1,True,200,61,1751689673,1115.91
classical_matched,500,0,none,none,17,0.6795497185741088,0.6440404040404041,0.63245,0.047099718574108884,26,1,True,500,61,2185349190,0.53
non_equivariant,100,4,none,none,14,0.6873045653533459,1.0,0.6581779999999999,0.029126565353346012,26,1,True,100,61,2040995306,7.41
classical_matched,50,0,none,none,19,0.49624060150375937,0.6666666666666666,0.420278,0.07596260150375939,26,1,True,50,61,551605847,0.18
non_equivariant,50,4,none,none,2,0.7672634271099744,0.75,0.7391055,0.028157927109974445,36,1,True,50,61,2125262572,5.5
equivariant,50,4,none,none,0,1.0,0.875,0.848186,0.151814,58,1,True,50,61,4208422247,10.79
equivariant,200,6,correlated,mid,1,0.9061179784071349,0.9846547314578005,0.84192,0.06419797840713493,36,1,True,200,103,1751689673,1055.04
classical_matched,500,0,none,none,18,0.654276488698656,0.6629946960424317,0.6164035,0.03787298869865596,38,1,True,500,61,2787523135,0.72
equivariant,50,4,none,none,17,0.7619047619047619,0.7083333333333334,0.7255615,0.03634326190476189,29,1,True,50,61,288160766,5.87
classical_reference,20,0,none,none,7,0.9375,1.0,0.802446,0.135054,26,1,True,20,641,111686563,0.12
equivariant,200,2,correlated,mid,3,0.832005000781372,0.9548872180451128,0.8313729999999999,0.0006320007813720441,36,1,True,200,27,3531259822,154.95
classical_matched,50,0,none,none,0,0.7167919799498748,1.0,0.5992095,0.11758247994987481,26,1,True,50,61,4208422247,0.12
equivariant,50,4,none,none,2,0.907928388746803,0.9375,0.8426899999999999,0.0652383887468031,32,1,True,50,61,2125262572,4.98
classical_reference,1000,0,none,none,2,0.9191744948405928,0.9012901290129013,0.8778889999999999,0.04128549484059285,75,1,True,1000,641,3221595973,2.42
equivariant,200,4,iid,mid,9,0.8952156862745098,0.9146666666666667,0.857135,0.03808068627450978,75,1,True,200,61,4248224799,1331.69
non_equivariant,200,4,iid,high,8,0.8387450980392157,0.7173333333333334,0.7856325,0.05311259803921575,26,1,True,200,61,4118718478,495.5
equivariant,200,8,correlated,low,0,0.8520950594121326,0.7575757575757576,0.80394,0.048155059412132606,26,1,True,200,153,3832603222,3657.82
classical_matched,100,0,none,none,9,0.6675,0.8300000000000001,0.6311154999999999,0.03638450000000004,58,1,True,100,61,2156244000,0.31
equivariant,200,2,correlated,mid,9,0.7444705882352941,0.9093333333333333,0.7199025000000001,0.024568088235293994,26,1,True,200,27,4248224799,118.45
non_equivariant,200,4,correlated,low,9,0.8657254901960785,0.936,0.8432135,0.022511990196078524,52,1,True,200,61,4248224799,566.61
classical_matched,100,0,none,none,7,0.6197623514696686,0.696969696969697,0.563799,0.055963351469668576,31,1,True,100,61,1875268573,0.2
classical_reference,100,0,none,none,5,0.9107479572595851,0.8571428571428572,0.861356,0.04939195725958512,26,1,True,100,641,3061523237,0.19
equivariant,200,4,correlated,mid,7,0.901736817399468,0.829923273657289,0.8562129999999999,0.04552381739946809,32,1,True,200,61,2152804316,145.82
non_equivariant,200,6,correlated,high,8,0.8498823529411764,0.768,0.732829,0.11705335294117647,29,1,True,200,103,4118718478,912.84
classical_matched,200,0,none,none,9,0.7050980392156863,0.7146666666666667,0.617939,0.08715903921568624,26,1,True,200,61,4248224799,0.21
equivariant,200,6,correlated,low,2,0.8428125,0.8775,0.8039265,0.038885999999999976,26,1,True,200,103,3918929753,833.35
non_equivariant,200,6,correlated,high,7,0.6976998904709748,0.8209718670076727,0.82778,-0.13008010952902516,32,1,True,200,103,2152804316,964.76
equivariant,200,4,iid,high,7,0.9069785636050697,0.7953964194373402,0.85562,0.05135856360506963,70,1,True,200,61,2152804316,968.29
equivariant,100,4,none,none,12,0.87875,0.9600000000000001,0.8447739999999999,0.03397600000000012,26,1,True,100,61,3703602218,7.41
non_equivariant,100,4,none,none,2,0.9149468417761101,1.0,0.799076,0.11587084177611007,26,1,True,100,61,2661375726,5.99
equivariant,500,4,none,none,1,0.9201250000000001,0.8776,0.861524,0.058601000000000125,43,1,True,500,61,3847040995,34.22
equivariant,200,8,correlated,mid,5,0.8712500000000001,0.8150000000000001,0.8595259999999999,0.011724000000000179,29,1,True,200,153,2273803658,3422.34
classical_reference,200,0,none,none,4,0.9404315196998124,0.9974747474747474,0.8589220000000001,0.08150951969981235,26,1,True,200,641,359623383,0.26
non_equivariant,100,4,none,none,12,0.941875,0.98,0.8282860000000001,0.11358899999999994,54,1,True,100,61,3703602218,14.24
equivariant,200,4,none,none,14,0.8271372549019608,0.6693333333333333,0.813768,0.013369254901960725,26,1,True,200,61,3099413952,11.52
equivariant,500,4,none,none,6,0.90895,0.8996,0.8588150000000001,0.05013499999999993,28,1,True,500,61,3578969748,23.12
classical_reference,100,0,none,none,10,0.9136960600375235,0.9494949494949495,0.84038,0.07331606003752345,26,1,True,100,641,4028633812,0.25
equivariant,200,4,correlated,mid,2,0.88015625,0.8599999999999999,0.850857,0.02929925,36,1,True,200,61,3918929753,166.47
equivariant,200,4,iid,high,2,0.82125,0.8724999999999999,0.7610065,0.060243500000000005,26,1,True,200,61,3918929753,358.28
equivariant,100,4,none,none,15,0.9011882426516573,0.9696969696969696,0.8569375,0.04425074265165729,33,1,True,100,61,730299472,9.25
non_equivariant,200,6,correlated,low,5,0.88765625,0.9199999999999999,0.829723,0.05793325000000005,49,1,True,200,103,2273803658,1414.57
classical_matched,1000,0,none,none,3,0.6316414477590484,0.5768576857685768,0.6293480000000001,0.0022934477590482727,26,1,True,1000,61,2454123185,0.61
equivariant,200,6,correlated,mid,2,0.881796875,0.9049999999999999,0.8538080000000001,0.027988874999999913,31,1,True,200,103,3918929753,1015.07
non_equivariant,100,4,none,none,0,0.7029671717171717,0.8095238095238095,0.651309,0.051658171717171686,26,1,True,100,61,933496318,8.0
classical_reference,20,0,none,none,17,0.796875,1.0,0.8013245000000001,-0.004449500000000106,26,1,True,20,641,3785690349,0.16
classical_reference,20,0,none,none,10,0.888888888888889,1.0,0.73617,0.15271888888888896,26,1,True,20,641,423233751,0.17
non_equivariant,200,8,correlated,low,2,0.9039062499999999,0.895,0.8437969999999999,0.06010925,52,1,True,200,153,3918929753,5594.25
classical_reference,50,0,none,none,0,1.0,0.9166666666666667,0.8143714999999999,0.18562850000000009,57,1,True,50,641,4208422247,0.32
non_equivariant,200,2,none,none,0,0.6391494684177612,0.678030303030303,0.644442,-0.005292531582238746,26,1,True,200,27,3832603222,5.57
equivariant,100,4,none,none,19,0.9210526315789473,0.8958333333333333,0.856961,0.06409163157894737,53,1,True,100,61,1147718802,14.33
equivariant,200,2,correlated,high,7,0.6441871381630417,0.8337595907928389,0.709315,-0.06512786183695829,26,1,True,200,27,2152804316,116.51
classical_reference,1000,0,none,none,13,0.8788304926905792,0.8542854285428543,0.875259,0.0035714926905792144,29,1,True,1000,641,822778051,0.94
non_equivariant,200,8,correlated,high,4,0.7833020637898687,0.9974747474747474,0.8390430000000001,-0.05574093621013143,31,1,True,200,153,359623383,3512.81
classical_reference,50,0,none,none,18,0.9393939393939393,0.8571428571428572,0.8504219999999999,0.08897193939393944,26,1,True,50,641,615395648,0.2
non_equivariant,1000,4,none,none,14,0.8842958662796517,0.9139610389610389,0.8508519999999999,0.03344386627965179,50,1,True,1000,61,2656290217,93.42
equivariant,20,4,none,none,19,0.6875,1.0,0.807147,-0.11964699999999995,26,1,True,20,61,932007744,3.33
classical_matched,20,0,none,none,1,0.7619047619047619,1.0,0.596115,0.1657897619047619,26,1,True,20,61,3285061152,0.09
equivariant,1000,4,none,none,7,0.8954348858721468,0.904561824729892,0.864538,0.030896885872146784,28,1,True,1000,61,2784139551,43.42
equivariant,200,2,correlated,mid,4,0.899624765478424,0.9646464646464645,0.850876,0.048748765478423994,40,3,True,200,27,359623383,294.22
equivariant,200,4,none,none,3,0.9201437724644476,0.924812030075188,0.8321849999999998,0.08795877246444772,59,1,True,200,61,3531259822,19.39
equivariant,200,6,correlated,mid,0,0.8458411507191995,0.7878787878787878,0.782143,0.06369815071919949,26,1,True,200,103,3832603222,850.36
non_equivariant,1000,4,none,none,9,0.8861573657365736,0.8645833333333333,0.8537039999999999,0.03245336573657365,42,1,True,1000,61,566554308,76.6
non_equivariant,200,4,none,none,4,0.8882895559724828,0.9797979797979799,0.8236029999999999,0.06468655597248296,33,1,True,200,61,359623383,11.25
equivariant,200,2,none,none,2,0.844375,0.9425,0.7904149999999999,0.05396000000000012,43,1,True,200,27,3918929753,6.96
classical_matched,50,0,none,none,16,0.7902813299232737,0.3125,0.5902909999999999,0.1999903299232738,26,1,True,50,61,64957741,0.17
equivariant,500,4,none,none,19,0.8868221705542638,0.865546218487395,0.84589,0.04093217055426379,37,1,True,500,61,3297628264,38.32
equivariant,200,6,none,none,3,0.8934208470073449,0.9147869674185464,0.8498009999999999,0.043619847007345,26,1,True,200,103,3531259822,35.4
non_equivariant,200,4,none,none,18,0.8419652636520106,0.8465473145780051,0.8313999999999999,0.010565263652010715,26,1,True,200,61,1528824484,11.66
non_equivariant,200,2,correlated,high,6,0.7899436090225564,0.890625,0.6840355,0.10590810902255643,28,2,True,200,27,419792074,187.07
equivariant,200,8,correlated,low,6,0.8908208020050126,0.9322916666666666,0.8569969999999999,0.03382380200501267,40,1,True,200,153,419792074,4412.64
equivariant,200,6,correlated,low,4,0.9290181363352096,0.9646464646464648,0.855995,0.07302313633520963,36,1,True,200,103,359623383,1063.57
equivariant,200,2,none,none,3,0.9123300515705579,0.9448621553884712,0.8522874999999999,0.060042551570558045,66,1,True,200,27,3531259822,12.07
non_equivariant,50,4,none,none,5,0.9924242424242424,0.9047619047619048,0.8329295,0.15949474242424244,31,1,True,50,61,4032923890,4.83
classical_matched,500,0,none,none,5,0.6809282088469906,0.58129265355279,0.6417349999999999,0.039193208846990624,27,1,True,500,61,3929237099,0.35
classical_reference,500,0,none,none,2,0.909125,0.9024000000000001,0.8741169999999998,0.03500800000000015,26,1,True,500,641,785183859,0.52
classical_matched,1000,0,none,none,12,0.6596747967479675,0.5892929292929293,0.640811,0.018863796747967454,38,1,True,1000,61,287370720,1.26
non_equivariant,200,4,correlated,mid,6,0.8392857142857142,0.8958333333333333,0.839421,-0.00013528571428578218,41,1,True,200,61,419792074,179.26
equivariant,200,4,iid,low,9,0.9043137254901962,0.9173333333333333,0.855271,0.04904272549019617,73,1,True,200,61,4248224799,1280.79
classical_matched,500,0,none,none,2,0.6267250000000001,0.5651999999999999,0.6167374999999999,0.009987500000000149,26,1,True,500,61,785183859,0.38
non_equivariant,200,2,correlated,mid,9,0.8374901960784313,0.9813333333333334,0.790911,0.046579196078431306,79,1,True,200,27,4248224799,331.37
equivariant,200,8,correlated,high,5,0.31515625,0.8250000000000001,0.7572565000000001,-0.4421002500000001,26,1,True,200,153,2273803658,3166.65
classical_reference,50,0,none,none,1,0.9223057644110275,0.8333333333333334,0.84508,0.07722576441102746,26,1,True,50,641,2920461881,0.17
equivariant,200,2,correlated,low,6,0.8524436090225563,0.9270833333333334,0.8299559999999999,0.02248760902255642,32,1,True,200,27,419792074,144.77
non_equivariant,200,4,iid,low,0,0.8761726078799249,0.6363636363636364,0.8544320000000001,0.021740607879924823,32,1,True,200,61,3832603222,483.85
equivariant,20,4,none,none,11,0.41269841269841273,1.0,0.44752200000000003,-0.0348235873015873,26,1,True,20,61,3230265046,10.5
classical_reference,100,0,none,none,13,0.9218261413383364,0.8888888888888888,0.854925,0.06690114133833636,26,1,True,100,641,1387407449,0.26
non_equivariant,200,6,none,none,5,0.88359375,0.8675,0.8375549999999999,0.04603875000000002,40,1,True,200,103,2273803658,52.3
equivariant,200,4,none,none,13,0.8605378361475923,0.8080808080808081,0.8224505000000001,0.03808733614759219,34,1,True,200,61,3822982424,14.81
