model,N,n_qubits,noise_regime,noise_level,replicate,train_auc,val_score,test_auc,gen_gap,best_epoch,restarts_used,escaped,n_train,n_params,seed,train_secs
equivariant,200,2,correlated,mid,0,0.824577861163227,0.7398989898989898,0.7841455,0.040432361163226904,26,1,True,200,27,3832603222,117.86
non_equivariant,200,4,correlated,mid,8,0.8580392156862745,0.7786666666666666,0.7949019999999999,0.06313721568627462,26,1,True,200,61,4118718478,120.48
non_equivariant,200,2,correlated,low,2,0.80390625,0.9099999999999999,0.7330745,0.07083175000000008,44,1,True,200,27,3918929753,194.49
equivariant,200,8,correlated,high,9,0.8307450980392157,0.9333333333333333,0.856221,-0.02547590196078431,26,1,True,200,153,4248224799,2984.06
equivariant,200,8,correlated,high,4,0.8889149468417761,0.9772727272727273,0.860933,0.02798194684177613,40,1,True,200,153,359623383,4481.66
classical_reference,20,0,none,none,1,0.9047619047619048,1.0,0.686621,0.21814090476190473,26,1,True,20,641,3285061152,0.11
non_equivariant,200,2,correlated,low,1,0.9166014708183383,0.959079283887468,0.8367930000000001,0.0798084708183382,43,1,True,200,27,1751689673,187.65
equivariant,20,4,none,none,12,0.06349206349206349,0.6666666666666666,0.20668799999999998,-0.1431959365079365,26,1,True,20,61,3482319415,10.52
classical_matched,500,0,none,none,9,0.6001350303818359,0.665194700923324,0.6391659999999999,-0.03903096961816399,26,1,True,500,61,3062766371,0.4
equivariant,20,4,none,none,4,0.4126984126984127,1.0,0.3313825,0.08131591269841265,26,1,True,20,61,1549593952,5.42
equivariant,100,4,none,none,18,0.8818353236957888,0.9230769230769231,0.8145259999999999,0.0673093236957889,26,1,True,100,61,688658429,7.54
equivariant,200,4,correlated,low,3,0.8973277074542897,0.9498746867167921,0.8325315,0.06479620745428971,57,1,True,200,61,3531259822,253.13
classical_matched,100,0,none,none,12,0.55,0.86,0.6151625,-0.0651624999999999,26,1,True,100,61,3703602218,0.22
non_equivariant,200,4,correlated,high,4,0.6402439024390244,0.9646464646464648,0.787717,-0.1474730975609756,31,1,True,200,61,359623383,518.7
equivariant,200,8,none,none,3,0.9324894514767933,0.9072681704260651,0.8435735,0.08891595147679332,46,1,True,200,153,3531259822,305.68
non_equivariant,200,8,correlated,low,3,0.8862322237849665,0.9097744360902256,0.8407619999999999,0.04547022378496657,28,1,True,200,153,3531259822,3243.34
equivariant,200,8,none,none,2,0.89890625,0.8650000000000001,0.8451919999999999,0.053714250000000074,38,1,True,200,153,3918929753,253.87
non_equivariant,200,2,correlated,mid,4,0.8885240775484677,0.9873737373737375,0.839308,0.049216077548467685,48,1,True,200,27,359623383,207.71
classical_reference,1000,0,none,none,5,0.9211350746315321,0.9010989010989011,0.8717999999999999,0.049335074631532194,28,1,True,1000,641,449171333,0.95
classical_matched,1000,0,none,none,6,0.6302380238023803,0.6584535256410257,0.6348135,-0.004575476197619777,26,1,True,1000,61,2662996928,0.63
non_equivariant,200,4,correlated,high,8,0.8547450980392156,0.8186666666666667,0.8199219999999999,0.03482309803921568,26,1,True,200,61,4118718478,127.57
classical_reference,50,0,none,none,2,0.9079283887468031,0.875,0.7883834999999999,0.11954488874680325,26,1,True,50,641,2125262572,0.15
equivariant,200,2,none,none,5,0.8721875,0.8125,0.8419300000000001,0.030257499999999937,34,1,True,200,27,2273803658,6.87
equivariant,200,6,correlated,mid,7,0.8674698795180723,0.8158567774936061,0.846902,0.020567879518072263,26,1,True,200,103,2152804316,814.98
equivariant,50,4,none,none,11,0.835,0.6799999999999999,0.785647,0.04935299999999998,29,1,True,50,61,3765858321,5.86
equivariant,1000,4,none,none,0,0.9111298640412565,0.8594486215538848,0.8573169999999999,0.053812864041256625,66,1,True,1000,61,1658970725,98.73
equivariant,200,8,correlated,high,6,0.8543233082706768,0.9322916666666667,0.6713945,0.1829288082706768,28,1,True,200,153,419792074,3236.63
equivariant,500,4,none,none,5,0.9105798804731065,0.8663187474909675,0.8641930000000001,0.04638688047310635,26,1,True,500,61,3929237099,21.28
non_equivariant,200,4,none,none,19,0.9020626672964888,0.9116809116809117,0.847924,0.05413866729648875,49,1,True,200,61,939714696,20.86
equivariant,500,4,none,none,17,0.9167729831144465,0.8189898989898989,0.871076,0.04569698311444659,35,1,True,500,61,2185349190,36.14
non_equivariant,200,2,correlated,low,9,0.8578823529411764,0.968,0.8493634999999999,0.008518852941176491,58,1,True,200,27,4248224799,250.0
classical_reference,100,0,none,none,15,0.9080675422138837,0.9191919191919191,0.850087,0.05798054221388371,26,1,True,100,641,730299472,0.26
classical_matched,20,0,none,none,8,0.8412698412698413,0.3333333333333333,0.6136699999999999,0.22759984126984134,26,1,True,20,61,870509202,0.11
classical_reference,200,0,none,none,15,0.8484990619136961,0.8787878787878788,0.8623429999999999,-0.013843938086303798,26,1,True,200,641,1188117459,2.68
equivariant,200,4,none,none,4,0.9147123202001252,0.9469696969696969,0.8466070000000001,0.06810532020012505,36,1,True,200,61,359623383,11.96
non_equivariant,1000,4,none,none,4,0.8781122050320361,0.8090225563909774,0.8390465,0.0390657050320361,33,1,True,1000,61,1064595405,50.32
equivariant,1000,4,none,none,19,0.9081503761279148,0.9137009779211615,0.8686624999999999,0.039487876127914934,78,1,True,1000,61,2873611085,147.54
classical_reference,1000,0,none,none,8,0.89200625,0.8929,0.8734679999999999,0.01853825000000009,26,1,True,1000,641,3479952711,0.87
non_equivariant,200,4,none,none,11,0.8818651228289783,0.8107416879795396,0.8176479999999999,0.0642171228289784,26,1,True,200,61,2062092436,11.62
classical_matched,200,0,none,none,10,0.6588953215459239,0.6572890025575446,0.637231,0.021664321545923904,29,1,True,200,61,3933050957,0.31
classical_reference,1000,0,none,none,3,0.9009056306601916,0.8563856385638564,0.860459,0.04044663066019161,28,1,True,1000,641,2454123185,0.96
non_equivariant,200,8,correlated,low,7,0.929119073697387,0.8593350383631714,0.856528,0.07259107369738704,49,1,True,200,153,2152804316,5375.0
classical_reference,200,0,none,none,19,0.8768697842859392,0.923076923076923,0.854568,0.022301784285939208,26,1,True,200,641,939714696,2.67
non_equivariant,20,4,none,none,10,0.9047619047619047,0.6666666666666667,0.726073,0.1786889047619047,34,1,True,20,61,423233751,4.23
non_equivariant,200,2,correlated,mid,5,0.8210937500000001,0.8999999999999999,0.795372,0.0257217500000001,49,1,True,200,27,2273803658,209.22
equivariant,200,4,correlated,high,9,0.8517647058823529,0.9253333333333333,0.8075934999999999,0.044171205882353015,26,1,True,200,61,4248224799,125.48
equivariant,100,4,none,none,9,0.869375,0.85,0.840614,0.028761000000000037,28,2,True,100,61,2156244000,9.07
non_equivariant,500,4,none,none,5,0.8841739391363057,0.8875953432356483,0.8434320000000001,0.04074193913630564,26,1,True,500,61,3929237099,21.43
equivariant,200,4,correlated,high,4,0.8954033771106943,0.9823232323232323,0.836424,0.05897937711069434,49,1,True,200,61,359623383,233.39
classical_reference,500,0,none,none,19,0.8621715542888573,0.8911564625850339,0.866121,-0.003949445711142752,26,1,True,500,641,3297628264,0.5
non_equivariant,200,4,none,none,6,0.8239348370927319,0.8776041666666667,0.8202920000000001,0.003642837092731721,26,1,True,200,61,419792074,9.0
non_equivariant,200,6,correlated,mid,1,0.8976685964637772,0.9693094629156009,0.848201,0.049467596463777186,37,1,True,200,103,1751689673,1089.03
classical_reference,100,0,none,none,14,0.9349593495934959,0.9191919191919191,0.8452274999999999,0.089731849593496,28,1,True,100,641,2040995306,0.28
classical_reference,1000,0,none,none,4,0.89203313017659,0.8675689223057643,0.8599110000000001,0.032122130176589936,39,1,True,1000,641,1064595405,1.28
equivariant,200,4,correlated,high,5,0.78328125,0.895,0.782622,0.0006592500000000001,39,1,True,200,61,2273803658,183.96
classical_reference,20,0,none,none,11,0.8253968253968255,1.0,0.8258929999999999,-0.0004961746031744152,26,1,True,20,641,3230265046,0.15
non_equivariant,200,2,correlated,high,5,0.33484375,0.8575,0.5675485,-0.23270475000000002,26,1,True,200,27,2273803658,115.55
equivariant,200,2,correlated,high,5,0.7809375000000001,0.81,0.857795,-0.07685749999999991,32,3,True,200,27,2273803658,264.22
classical_matched,50,0,none,none,2,0.8158567774936061,0.75,0.57214,0.2437167774936061,41,1,True,50,61,2125262572,0.2
equivariant,500,4,none,none,12,0.8844500000000001,0.9027999999999999,0.851963,0.032487000000000044,26,1,True,500,61,1335184869,27.31
equivariant,50,4,none,none,1,0.8345864661654135,1.0,0.785323,0.04926346616541355,26,1,True,50,61,2920461881,4.24
equivariant,200,6,none,none,2,0.9185937500000001,0.8825000000000001,0.8370025000000001,0.08159125,38,1,True,200,103,3918929753,46.96
equivariant,200,2,correlated,high,3,0.7735583684950774,0.9473684210526315,0.43547100000000005,0.33808736849507737,14,4,False,200,27,3531259822,250.85
non_equivariant,200,4,correlated,high,9,0.8219607843137255,0.9466666666666668,0.7718015,0.050159284313725516,37,1,True,200,61,4248224799,442.52
classical_reference,1000,0,none,none,7,0.8938223455586389,0.9264705882352942,0.872429,0.02139334555863892,26,1,True,1000,641,2784139551,0.85
classical_reference,200,0,none,none,16,0.9169144108903146,0.8465473145780051,0.8562829999999999,0.06063141089031465,26,1,True,200,641,337769034,2.65
non_equivariant,200,2,correlated,high,1,0.8117665467063058,0.9693094629156009,0.828568,-0.016801453293694202,40,4,True,200,27,1751689673,356.76
non_equivariant,1000,4,none,none,13,0.8588491178069863,0.8426842684268426,0.8512390000000001,0.007610117806986172,27,1,True,1000,61,822778051,53.52
non_equivariant,500,4,none,none,3,0.8717621762176218,0.898838141025641,0.835905,0.035857176217621745,30,1,True,500,61,4274412536,24.74
classical_reference,20,0,none,none,12,0.7301587301587301,1.0,0.4725,0.25765873015873014,26,1,True,20,641,3482319415,0.15
non_equivariant,500,4,none,none,14,0.916979197919792,0.8721955128205128,0.838304,0.07867519791979194,77,1,True,500,61,2166886525,77.44
non_equivariant,500,4,none,none,7,0.8519657863145259,0.8123993558776168,0.8246279999999999,0.02733778631452599,27,1,True,500,61,882898381,22.16
non_equivariant,500,4,none,none,16,0.9143003806089743,0.8620689655172413,0.8517279999999999,0.06257238060897441,29,1,True,500,61,3302818700,30.1
non_equivariant,1000,4,none,none,15,0.8806128830519074,0.8740404040404041,0.8496090000000001,0.031003883051907377,26,1,True,1000,61,1741870287,51.35
equivariant,50,4,none,none,12,0.8525,0.9600000000000001,0.8191549999999999,0.03334500000000018,30,1,True,50,61,2308118165,6.05
equivariant,200,2,none,none,4,0.9182301438398999,0.9520202020202021,0.8420314999999998,0.07619864383990005,26,2,True,200,27,359623383,7.84
classical_reference,50,0,none,none,10,0.9223057644110275,0.9583333333333334,0.848601,0.07370476441102747,26,1,True,50,641,3382993339,0.21
non_equivariant,200,2,none,none,8,0.8885490196078432,0.7839999999999999,0.8491845,0.03936451960784315,26,1,True,200,27,4118718478,5.17
equivariant,20,4,none,none,3,0.796875,0.5,0.7597039999999999,0.037171000000000065,26,1,True,20,61,2826185804,5.16
equivariant,200,8,correlated,mid,1,0.891722735096229,0.9744245524296675,0.838868,0.052854735096229066,27,1,True,200,153,1751689673,3792.19
equivariant,200,2,correlated,high,0,0.6353971232020013,0.7727272727272727,0.717279,-0.08188187679799874,26,2,True,200,27,3832603222,181.96
non_equivariant,200,4,correlated,high,7,0.6642153027695196,0.8005115089514067,0.7918555,-0.12764019723048048,38,1,True,200,61,2152804316,160.22
classical_matched,50,0,none,none,6,0.6967418546365916,0.5,0.5577935,0.1389483546365915,26,1,True,50,61,1879253256,0.14
equivariant,20,4,none,none,9,0.5396825396825397,0.33333333333333337,0.4914655,0.04821703968253965,26,1,True,20,61,691350929,5.18
classical_matched,100,0,none,none,5,0.6285355122564424,0.6813186813186812,0.6279879999999999,0.0005475122564425616,26,1,True,100,61,3061523237,0.16
equivariant,200,4,correlated,low,7,0.8876545141605383,0.8260869565217391,0.846112,0.041542514160538335,33,1,True,200,61,2152804316,150.06
equivariant,200,8,correlated,high,2,0.87765625,0.8899999999999999,0.75984,0.11781625000000007,52,1,True,200,153,3918929753,6174.68
non_equivariant,50,4,none,none,8,0.7425,0.8,0.6578824999999999,0.08461750000000012,26,1,True,50,61,1860857351,4.18
equivariant,200,4,none,none,7,0.8735722109216084,0.7890025575447571,0.826653,0.046919210921608445,26,1,True,200,61,2152804316,8.89
non_equivariant,20,4,none,none,1,0.746031746031746,1.0,0.5914075,0.15462424603174607,26,1,True,20,61,3285061152,4.99
non_equivariant,200,2,correlated,mid,3,0.8506016565088296,0.9348370927318297,0.7977409999999999,0.05286065650882965,45,1,True,200,27,3531259822,189.75
non_equivariant,200,6,correlated,mid,4,0.8796122576610381,0.9621212121212122,0.83368,0.045932257661038145,32,1,True,200,103,359623383,985.57
classical_matched,20,0,none,none,16,0.484375,0.5,0.481555,0.002819999999999989,26,1,True,20,61,1854664226,0.14
non_equivariant,200,4,correlated,mid,2,0.7975,0.8624999999999999,0.7770865,0.020413499999999973,36,1,True,200,61,3918929753,463.47
classical_matched,20,0,none,none,5,0.359375,1.0,0.4130645,-0.0536895,26,1,True,20,61,2189917327,0.1
equivariant,200,4,iid,mid,7,0.869973400093882,0.7838874680306905,0.8314280000000001,0.038545400093881965,30,1,True,200,61,2152804316,433.98
classical_matched,20,0,none,none,13,0.7460317460317459,0.6666666666666667,0.5562644999999999,0.189767246031746,28,1,True,20,61,3108138986,0.15
equivariant,100,2,none,none,0,0.5688131313131313,0.6071428571428571,0.631251,-0.062437868686868736,38,3,True,100,27,933496318,6.19
classical_reference,200,0,none,none,6,0.8623120300751879,0.9270833333333333,0.866912,-0.004599969924812153,26,1,True,200,641,419792074,0.24
classical_matched,50,0,none,none,12,0.605,0.76,0.635984,-0.03098400000000001,26,1,True,50,61,2308118165,0.18
equivariant,200,2,correlated,mid,1,0.9133156000625879,0.9974424552429667,0.8214224999999999,0.091893100062588,58,1,True,200,27,1751689673,253.34
equivariant,20,4,none,none,0,0.5625,0.5,0.3989475,0.1635525,14,2,True,20,61,1953944769,6.07
equivariant,200,2,correlated,low,2,0.852265625,0.8925,0.8226100000000001,0.029655624999999963,29,2,True,200,27,3918929753,190.02
equivariant,200,6,correlated,high,3,0.8602906704172527,0.9674185463659148,0.8374635000000001,0.022827170417252574,36,1,True,200,103,3531259822,1093.18
non_equivariant,1000,4,none,none,12,0.8717323327079425,0.8637373737373737,0.847625,0.02410733270794252,30,1,True,1000,61,287370720,58.87
equivariant,500,4,none,none,14,0.8955645564556456,0.8621794871794872,0.8493430000000001,0.04622155645564552,39,1,True,500,61,2166886525,39.93
non_equivariant,200,6,correlated,low,7,0.9018932874354562,0.7979539641943734,0.8502059999999999,0.05168728743545625,39,1,True,200,103,2152804316,1154.41
non_equivariant,200,6,correlated,high,1,0.8685651697699889,0.9820971867007672,0.851704,0.01686116976998886,41,1,True,200,103,1751689673,1221.78
equivariant,1000,4,none,none,1,0.8623703509199693,0.9041804843734298,0.8593429999999999,0.003027350919969418,26,1,True,1000,61,1986966100,40.29
equivariant,200,4,none,none,15,0.8548311444652908,0.8005050505050505,0.8419185,0.012912644465290835,28,1,True,200,61,1188117459,12.34
classical_matched,500,0,none,none,12,0.6614249999999999,0.6052,0.639749,0.021675999999999918,37,1,True,500,61,1335184869,0.72
classical_reference,1000,0,none,none,9,0.8638988898889889,0.8549679487179487,0.858528,0.005370889888988928,26,1,True,1000,641,566554308,0.97
equivariant,1000,4,none,none,3,0.8879430496440603,0.8400840084008402,0.865062,0.022881049644060347,28,1,True,1000,61,2454123185,43.08
equivariant,200,8,none,none,0,0.8708567854909318,0.7449494949494949,0.8311089999999999,0.03974778549093194,26,1,True,200,153,3832603222,162.02
classical_matched,500,0,none,none,0,0.6648745967842764,0.6122039341629868,0.633438,0.03143659678427646,29,1,True,500,61,3013208154,0.43
non_equivariant,200,8,none,none,0,0.8266103814884302,0.696969696969697,0.8171320000000001,0.009478381488430165,26,1,True,200,153,3832603222,175.58
equivariant,200,8,correlated,mid,8,0.8307450980392158,0.792,0.7502365,0.08050859803921584,26,1,True,200,153,4118718478,3069.0
equivariant,200,6,correlated,low,1,0.9269284931935534,0.9616368286445012,0.853912,0.07301649319355341,38,1,True,200,103,1751689673,1104.53
equivariant,200,6,correlated,mid,9,0.8931764705882352,0.9573333333333334,0.8601185,0.03305797058823523,53,1,True,200,103,4248224799,1516.61
equivariant,200,6,correlated,high,9,0.8274509803921569,0.9386666666666668,0.8592059999999999,-0.031755019607842994,49,1,True,200,103,4248224799,1403.07
equivariant,20,4,none,none,14,0.6031746031746031,1.0,0.6686289999999999,-0.06545439682539678,26,1,True,20,61,574730690,10.47
non_equivariant,200,2,none,none,2,0.80296875,0.9175,0.742643,0.060325749999999956,32,1,True,200,27,3918929753,6.14
equivariant,200,4,iid,high,6,0.8359962406015038,0.9192708333333334,0.8301609999999999,0.005835240601503866,32,1,True,200,61,419792074,446.54
equivariant,100,4,none,none,5,0.8786926461345066,0.9010989010989011,0.8385000000000001,0.04019264613450646,26,1,True,100,61,3061523237,5.92
equivariant,200,6,correlated,mid,4,0.9099437148217636,0.9722222222222223,0.8552055000000001,0.05473821482176355,27,1,True,200,103,359623383,826.62
non_equivariant,200,6,correlated,low,4,0.9221388367729831,0.98989898989899,0.844495,0.07764383677298314,34,1,True,200,103,359623383,1039.28
classical_reference,100,0,none,none,0,0.860479797979798,0.9880952380952381,0.8471894999999998,0.013290297979798193,28,1,True,100,641,933496318,0.19
equivariant,200,6,correlated,high,1,0.7659208261617899,0.9641943734015345,0.8074629999999998,-0.041542173838209906,26,1,True,200,103,1751689673,800.05
classical_matched,20,0,none,none,0,0.671875,0.5,0.41807,0.253805,33,1,True,20,61,1953944769,0.16
non_equivariant,100,4,none,none,11,0.5639097744360901,0.6770833333333333,0.5278865,0.0360232744360901,26,1,True,100,61,3975784426,7.41
classical_matched,100,0,none,none,10,0.6078799249530957,0.47474747474747475,0.538095,0.06978492495309574,38,1,True,100,61,4028633812,0.3
non_equivariant,200,8,correlated,mid,9,0.8589803921568627,0.9786666666666668,0.8435649999999999,0.015415392156862828,44,1,True,200,153,4248224799,1971.45
classical_matched,1000,0,none,none,0,0.6168213783403657,0.5846616541353383,0.626761,-0.009939621659634357,26,1,True,1000,61,1658970725,0.67
non_equivariant,200,8,correlated,high,1,0.8117665467063058,0.9360613810741687,0.7528885,0.05887804670630581,26,1,True,200,153,1751689673,3049.85
classical_reference,50,0,none,none,3,0.899749373433584,0.8333333333333334,0.821962,0.077787373433584,26,1,True,50,641,422969017,0.15
equivariant,200,8,correlated,mid,7,0.88170865279299,0.8132992327365729,0.838609,0.043099652792989995,26,1,True,200,153,2152804316,3054.9
non_equivariant,100,4,iid,mid,0,0.8093434343434343,0.8095238095238095,0.7987234999999999,0.010619934343434334,42,1,True,100,61,933496318,144.45
classical_reference,200,0,none,none,13,0.8863352095059412,0.8106060606060606,0.856828,0.029507209505941212,30,1,True,200,641,3822982424,2.68
equivariant,500,4,none,none,2,0.8977,0.8632,0.8614080000000001,0.03629199999999999,26,1,True,500,61,785183859,21.21
equivariant,200,8,correlated,low,9,0.9248627450980392,0.9493333333333334,0.8569200000000001,0.0679427450980391,72,1,True,200,153,4248224799,7299.6
non_equivariant,100,4,none,none,7,0.9218261413383364,0.8181818181818181,0.8311934999999999,0.09063264133833648,48,1,True,100,61,1875268573,9.95
non_equivariant,200,2,correlated,low,4,0.9308943089430896,0.9873737373737375,0.857531,0.07336330894308951,47,1,True,200,27,359623383,204.79
classical_matched,200,0,none,none,12,0.62578320802005,0.5677083333333334,0.624471,0.001312208020050054,40,1,True,200,61,3690079563,0.42
classical_matched,50,0,none,none,10,0.7293233082706767,0.875,0.5969745,0.13234880827067674,26,1,True,50,61,3382993339,0.18
classical_matched,200,0,none,none,11,0.6673447034892818,0.4961636828644501,0.627387,0.03995770348928174,38,1,True,200,61,2062092436,0.39
non_equivariant,1000,4,none,none,1,0.8590818438146682,0.8994070947643453,0.844222,0.014859843814668205,26,1,True,1000,61,1986966100,39.4
classical_matched,50,0,none,none,17,0.6716791979949875,0.7916666666666667,0.6161114999999999,0.05556769799498762,36,1,True,50,61,288160766,0.22
classical_reference,50,0,none,none,8,0.7975,1.0,0.790854,0.006646000000000041,26,1,True,50,641,1860857351,0.16
equivariant,100,2,none,none,1,0.8105065666041276,0.7575757575757576,0.7663009999999999,0.044205566604127666,26,1,True,100,27,1270355181,2.25
non_equivariant,200,8,correlated,mid,6,0.8709273182957393,0.9114583333333335,0.848549,0.02237831829573933,50,1,True,200,153,419792074,5467.81
non_equivariant,200,2,correlated,high,7,0.6720388045689251,0.8056265984654731,0.7817479999999999,-0.10970919543107482,32,1,True,200,27,2152804316,139.87
classical_reference,50,0,none,none,9,0.8245614035087719,0.7083333333333333,0.7902549999999999,0.03430640350877201,26,1,True,50,641,4218029181,0.15
non_equivariant,200,4,iid,mid,5,0.83484375,0.865,0.8325345,0.0023092500000000404,36,1,True,200,61,2273803658,1959.98
classical_matched,500,0,none,none,19,0.6466661666541663,0.700280112044818,0.611973,0.03469316665416633,26,1,True,500,61,3297628264,0.5
classical_matched,50,0,none,none,15,0.6115288220551379,0.75,0.5041755,0.10735332205513792,26,1,True,50,61,2512101340,0.19
non_equivariant,200,4,iid,low,7,0.9235643874198091,0.7672634271099744,0.8528415,0.07072288741980903,61,1,True,200,61,2152804316,1057.24
non_equivariant,200,8,correlated,low,1,0.9028321076513848,0.9769820971867007,0.8470810000000001,0.05575110765138469,29,1,True,200,153,1751689673,3341.14
equivariant,200,6,correlated,mid,8,0.803764705882353,0.8533333333333333,0.839931,-0.036166294117646935,26,1,True,200,103,4118718478,806.18
equivariant,200,6,correlated,high,7,0.8677828195900484,0.8158567774936061,0.7325904999999999,0.13519231959004852,26,1,True,200,103,2152804316,821.12
classical_reference,500,0,none,none,10,0.8855534709193246,0.8957575757575758,0.8731269999999999,0.012426470919324695,26,1,True,500,641,3304172403,2.94
classical_matched,50,0,none,none,11,0.62,0.68,0.6014719999999999,0.0185280000000001,26,1,True,50,61,3765858321,0.18
classical_reference,500,0,none,none,18,0.8996270431278316,0.8547531619747042,0.8600370000000002,0.03959004312783143,39,1,True,500,641,2787523135,0.74
classical_reference,100,0,none,none,1,0.9036898061288305,0.8383838383838385,0.8471949999999999,0.05649480612883062,33,1,True,100,641,1270355181,0.21
non_equivariant,200,4,correlated,high,3,0.7032348804500703,0.9548872180451129,0.45296200000000003,0.2502728804500703,26,1,True,200,61,3531259822,200.74
classical_matched,50,0,none,none,4,0.5864661654135339,0.7083333333333334,0.3810875,0.2053786654135339,26,1,True,50,61,1690869312,0.13
non_equivariant,20,4,none,none,4,0.4444444444444445,1.0,0.39065,0.05379444444444448,26,1,True,20,61,1549593952,2.64
classical_matched,200,0,none,none,1,0.5507745266781412,0.7493606138107417,0.616272,-0.06549747332185885,26,1,True,200,61,1751689673,0.21
non_equivariant,200,4,none,none,14,0.7887058823529411,0.8373333333333333,0.763361,0.02534488235294119,27,1,True,200,61,3099413952,11.93
classical_reference,200,0,none,none,0,0.9029080675422139,0.6994949494949495,0.8639659999999999,0.038942067542213965,33,1,True,200,641,3832603222,0.32
classical_reference,50,0,none,none,6,0.8646616541353384,1.0,0.838446,0.02621565413533833,26,1,True,50,641,1879253256,0.14
classical_matched,20,0,none,none,3,0.6875,0.5,0.6050295,0.0824705,26,1,True,20,61,2826185804,0.1
non_equivariant,500,4,none,none,19,0.8629715742893572,0.8503401360544217,0.8538510000000001,0.009120574289357086,35,1,True,500,61,3297628264,36.21
non_equivariant,50,4,none,none,17,0.7443609022556391,0.7083333333333334,0.669651,0.07470990225563912,46,1,True,50,61,288160766,8.68
non_equivariant,200,6,none,none,4,0.9247967479674797,0.98989898989899,0.8496570000000001,0.07513974796747958,36,1,True,200,103,359623383,46.8
classical_matched,200,0,none,none,19,0.7337427176822546,0.8148148148148148,0.6267290000000001,0.10701371768225454,26,1,True,200,61,939714696,0.28
equivariant,200,4,correlated,mid,3,0.8703703703703705,0.9674185463659147,0.7583429999999999,0.11202737037037058,55,1,True,200,61,3531259822,246.52
equivariant,200,2,none,none,1,0.9371772805507745,0.9769820971867007,0.849124,0.08805328055077455,79,1,True,200,27,1751689673,11.81
non_equivariant,50,4,none,none,4,0.5288220551378446,0.5833333333333334,0.520619,0.008203055137844584,26,1,True,50,61,1690869312,4.16
non_equivariant,200,4,iid,high,2,0.83484375,0.87,0.8002624999999999,0.03458125000000012,26,1,True,200,61,3918929753,1007.48
equivariant,200,2,none,none,9,0.8628235294117647,0.924,0.8451409999999999,0.017682529411764736,46,1,True,200,27,4248224799,9.4
classical_reference,1000,0,none,none,0,0.907691826847945,0.8784962406015038,0.8690264999999998,0.038665326847945214,26,1,True,1000,641,1658970725,0.82
non_equivariant,200,6,correlated,low,3,0.8754492889513986,0.9523809523809523,0.8411655,0.03428378895139861,32,1,True,200,103,3531259822,959.09
equivariant,200,4,iid,mid,2,0.83640625,0.88,0.7795845,0.056821750000000004,26,1,True,200,61,3918929753,360.58
non_equivariant,1000,4,none,none,18,0.8564650726676043,0.8563408521303257,0.848364,0.008101072667604292,39,1,True,1000,61,2962707801,72.91
non_equivariant,20,4,none,none,13,0.6031746031746033,1.0,0.411433,0.19174160317460326,26,1,True,20,61,3108138986,3.44
classical_reference,20,0,none,none,19,0.921875,1.0,0.6962254999999999,0.22564950000000006,26,1,True,20,641,932007744,0.16
equivariant,200,4,iid,high,8,0.880313725490196,0.7626666666666666,0.8527645,0.027549225490196005,26,1,True,200,61,4118718478,408.22
equivariant,500,4,none,none,7,0.8907312925170068,0.8373590982286634,0.858589,0.03214229251700673,42,1,True,500,61,882898381,33.7
non_equivariant,200,4,none,none,7,0.9172273509622907,0.7774936061381074,0.8413935000000001,0.07583385096229056,48,1,True,200,61,2152804316,15.84
non_equivariant,200,4,none,none,13,0.8475609756097561,0.8169191919191919,0.832921,0.01463997560975605,41,1,True,200,61,3822982424,17.57
equivariant,200,4,none,none,18,0.8732592708496322,0.8797953964194374,0.829661,0.04359827084963219,26,1,True,200,61,1528824484,11.64
equivariant,200,4,none,none,19,0.8774996063612029,0.849002849002849,0.8547239999999999,0.022775606361203016,42,1,True,200,61,939714696,17.98
non_equivariant,100,4,none,none,13,0.8248905565978737,0.8383838383838383,0.7318659999999999,0.09302455659787379,26,1,True,100,61,1387407449,7.38
non_equivariant,20,4,none,none,6,0.873015873015873,0.6666666666666667,0.700833,0.17218287301587298,38,1,True,20,61,383150152,3.69
non_equivariant,100,4,none,none,8,0.728888888888889,0.6933333333333334,0.6831065000000001,0.04578238888888897,26,1,True,100,61,3190491786,5.78
equivariant,200,4,iid,low,5,0.85390625,0.765,0.8405070000000001,0.013399249999999863,26,1,True,200,61,2273803658,418.64
equivariant,100,4,none,none,11,0.931077694235589,0.8958333333333333,0.8538419999999999,0.07723569423558907,70,1,True,100,61,3975784426,18.38
non_equivariant,200,4,none,none,9,0.8743529411764706,0.9573333333333334,0.842061,0.03229194117647061,51,1,True,200,61,4248224799,16.81
equivariant,500,4,none,none,18,0.8400040049060098,0.8523051815585475,0.7881479999999998,0.051856004906009945,26,1,True,500,61,2787523135,27.26
non_equivariant,200,2,correlated,mid,1,0.8709122203098106,0.9616368286445013,0.7999655000000001,0.07094672030981053,33,1,True,200,27,1751689673,141.27
non_equivariant,500,4,none,none,6,0.8857499999999999,0.8868,0.850944,0.03480599999999989,26,1,True,500,61,3578969748,21.57
classical_reference,100,0,none,none,9,0.826875,0.9,0.7996059999999998,0.02726900000000021,26,1,True,100,641,2156244000,0.19
non_equivariant,50,4,none,none,11,0.83875,0.44,0.7520660000000001,0.08668399999999987,35,1,True,50,61,3765858321,6.82
classical_matched,500,0,none,none,1,0.690575,0.6364000000000001,0.638666,0.051909000000000094,40,1,True,500,61,3847040995,0.58
